Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,Ca,Ca 2-Sigma,K,K 2-Sigma,
4023,Mining,9.55,9.55,,,,"Fri Mar 7, 2025 - 07:20:48",User,1.5,ppm,,,,,la_24_4,Mining,<LOD,15.7676,34.9197 , 13.4036,<LOD,11.0286,940668.5000 , 1216.2488,<LOD,6.1438,<LOD,18.6452,<LOD,214.1619,<LOD,105.6539,43.1234 , 10.6634,27811.6855 , 285.0374,<LOD,0.0000,<LOD,6.2508,<LOD,64.3446,<LOD,2.7399,<LOD,2.1619,<LOD,25.3013,604.4938 , 13.4280,<LOD,15.3135,<LOD,2.0536,<LOD,0.0000,<LOD,32.3350,<LOD,3.0470,<LOD,20.9960,<LOD,1.0919,<LOD,0.0000,<LOD,6.9226,30806.3906 , 901.4666,<LOD,3.5924,<LOD,422.7822,<LOD,0.0000,<LOD,2.6340,30.8883 , 6.3684,<LOD,2.9433,,,,,
4024,Mining,8.79,8.03,,,,"Fri Mar 7, 2025 - 07:21:24",User,1.5,ppm,,,,,la_24_4,Mining,21.4525 , 18.8661,667.9249 , 53.5078,<LOD,36.1909,831011.6875 , 2136.3728,<LOD,34.1968,<LOD,50.5226,<LOD,290.4490,<LOD,125.0100,96.2984 , 15.7677,158864.4688 , 506.7737,<LOD,0.0000,<LOD,20.9384,<LOD,97.7837,<LOD,4.3963,8.0926 , 2.3806,288.3195 , 31.7540,7608.6240 , 53.0685,<LOD,25.4404,6.0361 , 3.2682,<LOD,0.0000,198.5969 , 161.5570,<LOD,10.9131,192.3807 , 24.2947,<LOD,2.9042,<LOD,0.0000,<LOD,24.7038,657.6892 , 231.6107,9.2191 , 4.7608,<LOD,205.3071,<LOD,27.8850,<LOD,9.1429,217.3117 , 15.0435,151.9189 , 5.0208,,,,,
4025,Mining,8.25,8.13,,,,"Fri Mar 7, 2025 - 07:22:29",User,1.5,ppm,,,,,la_24_4,Mining,19.0889 , 17.6110,1400.8553 , 37.0307,<LOD,23.8023,791989.3125 , 2836.7502,20.0142 , 10.1970,<LOD,30.6869,<LOD,342.3391,<LOD,134.3962,5052.2983 , 87.9780,196650.3750 , 563.3190,<LOD,0.0000,<LOD,13.6619,241.3856 , 71.4531,<LOD,3.8877,<LOD,3.0236,<LOD,96.5945,1297.4100 , 24.7474,<LOD,25.6390,<LOD,2.7779,<LOD,0.0000,<LOD,55.0712,<LOD,6.5613,<LOD,35.6292,<LOD,1.2702,<LOD,0.0000,<LOD,13.9098,<LOD,332.5095,<LOD,4.7546,<LOD,188.3967,<LOD,58.0562,<LOD,4.5327,3329.3140 , 59.3610,<LOD,3.7320,,,,,
4026,Mining,7.02,6.32,,,,"Fri Mar 7, 2025 - 07:23:09",User,1.5,ppm,,,,,la_24_4,Mining,<LOD,22.1298,314.2704 , 23.4499,<LOD,16.8625,912300.1875 , 1374.2855,<LOD,9.7499,<LOD,25.9753,<LOD,272.7387,<LOD,113.1653,1270.6354 , 45.9769,84058.5938 , 481.4628,<LOD,0.0000,<LOD,9.8043,81.0541 , 62.6901,<LOD,3.5042,<LOD,2.8307,<LOD,36.2078,864.4235 , 20.0558,<LOD,21.3929,<LOD,3.8739,<LOD,0.0000,<LOD,46.1299,<LOD,4.8294,<LOD,29.7690,<LOD,1.5337,<LOD,0.0000,<LOD,10.2973,<LOD,385.6218,<LOD,4.7879,<LOD,183.4015,<LOD,37.3466,<LOD,3.8336,1085.8801 , 34.5715,24.9926 , 2.5656,,,,,
4027,Mining,6.48,6.53,,,,"Fri Mar 7, 2025 - 07:23:43",User,1.5,ppm,,,,,la_24_3,Mining,<LOD,22.6463,234.7961 , 26.4595,<LOD,19.5228,917573.6250 , 1345.1749,<LOD,10.5676,<LOD,26.3639,<LOD,275.7989,<LOD,119.2997,952.3284 , 41.6834,78977.9844 , 490.8140,<LOD,0.0000,<LOD,14.2574,149.1614 , 69.7019,<LOD,3.7933,<LOD,3.0167,<LOD,43.2640,1232.8807 , 24.6400,<LOD,21.5773,3.7225 , 1.9971,<LOD,0.0000,<LOD,47.2593,<LOD,5.1968,<LOD,30.7170,<LOD,1.8944,<LOD,0.0000,<LOD,18.4226,<LOD,360.4835,<LOD,4.2307,<LOD,188.0018,<LOD,35.5219,<LOD,5.6991,822.5045 , 31.3458,52.9874 , 3.3979,,,,,
4028,Mining,8.55,8.51,,,,"Fri Mar 7, 2025 - 07:24:02",User,1.5,ppm,,,,,la_24_3,Mining,<LOD,13.1601,107.5687 , 8.1645,<LOD,7.0536,956042.8125 , 542.4441,<LOD,3.3774,<LOD,15.9081,<LOD,172.7771,<LOD,66.7948,350.7128 , 14.7238,42681.2617 , 241.8722,<LOD,0.0000,<LOD,3.8742,<LOD,56.3409,8.1775 , 1.5908,8.0223 , 1.3451,<LOD,15.8747,312.4822 , 7.0452,<LOD,13.9349,<LOD,1.5534,<LOD,0.0000,<LOD,26.7250,<LOD,2.0562,<LOD,17.2098,2.0149 , 0.4995,<LOD,0.0000,3.9812 , 2.6062,<LOD,197.6625,3.3930 , 1.9842,<LOD,105.9558,<LOD,14.8876,3.8247 , 1.2514,464.5369 , 13.2487,11.2428 , 1.2372,,,,,
4029,Mining,15.91,15.85,,,,"Fri Mar 7, 2025 - 07:24:24",User,1.5,ppm,,,,,la_24_3,Mining,<LOD,6.8275,86.4374 , 3.5145,<LOD,3.2382,966683.1250 , 251.6715,<LOD,1.7085,<LOD,8.2583,<LOD,60.5075,<LOD,31.2695,247.5518 , 6.9245,32488.0508 , 125.1191,<LOD,0.0000,<LOD,1.8450,<LOD,22.5830,5.7867 , 0.8485,7.0821 , 0.7235,<LOD,7.4323,158.1341 , 2.7932,<LOD,7.0872,<LOD,0.8241,<LOD,0.0000,<LOD,13.8063,<LOD,0.8858,<LOD,8.8982,3.0685 , 0.2797,<LOD,0.0000,<LOD,1.9407,<LOD,114.3199,2.8509 , 1.0484,<LOD,56.0684,<LOD,7.3643,2.7986 , 0.6045,307.7769 , 5.9892,7.3198 , 0.6212,,,,,
4030,Mining,14.65,14.64,,,,"Fri Mar 7, 2025 - 07:25:51",User,1.5,ppm,,,,,la_24_24,Mining,238.5992 , 209.6778,3866.6428 , 123.7030,<LOD,81.6165,631467.1250 , 4348.9321,192.7841 , 32.1594,<LOD,30.9758,<LOD,341.6763,<LOD,123.9681,256.5081 , 21.5941,310039.9688 , 538.8914,<LOD,0.0000,131.2711 , 20.3201,<LOD,115.9996,7.9840 , 3.1277,55.4267 , 3.3491,241.8335 , 46.0728,49721.7461 , 121.7249,<LOD,26.1669,<LOD,10.3330,<LOD,0.0000,451.6380 , 367.1323,35.8698 , 14.2983,1052.0060 , 28.3791,<LOD,4.0018,<LOD,0.0000,<LOD,61.8875,1888.5272 , 205.3664,<LOD,11.9318,<LOD,197.4487,<LOD,36.5908,<LOD,22.5983,339.8242 , 18.3324,12.2577 , 6.0234,,,,,
4031,Mining,11.27,11.36,,,,"Fri Mar 7, 2025 - 07:26:30",User,1.5,ppm,,,,,la_24_24,Mining,<LOD,16.8757,145.9190 , 47.2800,<LOD,31.0912,891366.7500 , 1504.4470,<LOD,28.5299,<LOD,19.9118,<LOD,183.7304,<LOD,106.4925,18.0110 , 9.2120,60636.2109 , 345.3496,<LOD,0.0000,28.2516 , 8.4542,<LOD,66.2429,<LOD,2.7142,8.5796 , 1.6244,39.3718 , 16.7816,9685.1631 , 47.2087,<LOD,16.3575,<LOD,3.4613,<LOD,0.0000,<LOD,35.5668,<LOD,8.3649,<LOD,23.5270,<LOD,1.5754,<LOD,0.0000,<LOD,21.8549,38033.7109 , 833.0856,<LOD,5.0255,<LOD,414.1019,<LOD,20.2171,<LOD,7.9877,32.8380 , 6.5651,5.1911 , 2.2919,,,,,
4032,Mining,13.38,12.54,,,,"Fri Mar 7, 2025 - 07:27:05",User,1.5,ppm,,,,,la_24_24,Mining,129.1953 , 113.6022,3219.6702 , 89.4147,<LOD,57.8448,620901.0625 , 4149.5176,111.4855 , 23.3199,<LOD,27.7286,<LOD,430.9529,<LOD,125.1449,264.2171 , 22.2290,351884.1562 , 580.4610,<LOD,0.0000,63.7927 , 15.7848,<LOD,92.3456,7.3527 , 2.8033,26.1367 , 2.5546,<LOD,83.8547,20766.2852 , 86.0516,<LOD,22.9832,<LOD,5.4747,<LOD,0.0000,180.4377 , 146.7627,35.1549 , 10.4310,262.2841 , 23.5330,<LOD,2.7079,<LOD,0.0000,<LOD,41.7980,1923.3358 , 194.7514,<LOD,7.7801,<LOD,196.8800,<LOD,56.0315,<LOD,14.3360,207.3628 , 15.6505,18.0638 , 4.0620,,,,,
4033,Mining,17.93,17.89,,,,"Fri Mar 7, 2025 - 07:28:16",User,1.5,ppm,,,,,la_24_28,Mining,13.0719 , 11.4995,669.2788 , 33.9799,<LOD,23.0162,776178.8750 , 1679.9396,36.1136 , 9.1193,<LOD,16.7066,<LOD,224.1208,<LOD,84.8171,86.0134 , 10.5649,209255.6719 , 386.3870,<LOD,0.0000,<LOD,11.5886,<LOD,96.9748,<LOD,2.3667,2.4429 , 1.3521,<LOD,43.0579,6171.0698 , 33.3952,<LOD,13.6417,<LOD,2.8393,<LOD,0.0000,<LOD,30.0788,<LOD,6.6674,<LOD,19.9539,2.0871 , 0.8455,<LOD,0.0000,<LOD,16.5804,7453.3091 , 268.4810,<LOD,3.6581,<LOD,174.9686,<LOD,19.1737,<LOD,5.6796,132.0218 , 8.6328,<LOD,3.0762,,,,,
4034,Mining,11.64,11.38,,,,"Fri Mar 7, 2025 - 07:28:51",User,1.5,ppm,,,,,la_24_28,Mining,314.2970 , 276.2207,2766.2524 , 155.8452,<LOD,102.7623,438027.8125 , 10209.4795,141.3994 , 40.3730,<LOD,60.5111,<LOD,539.3059,<LOD,242.9733,703.5096 , 47.5538,519981.0000 , 779.2214,<LOD,0.0000,<LOD,36.8012,171.1898 , 88.0619,24.8735 , 4.9170,31.9683 , 4.0530,298.5734 , 104.3422,33892.8750 , 154.1461,<LOD,59.3921,<LOD,12.7209,<LOD,0.0000,320.3893 , 260.4610,<LOD,38.4093,751.3895 , 41.0610,<LOD,7.4242,<LOD,0.0000,<LOD,73.5277,1507.4182 , 214.7887,<LOD,12.3646,<LOD,279.3332,<LOD,63.5492,<LOD,26.7911,1026.0481 , 43.8594,40.9976 , 7.2658,,,,,
4035,Mining,12.98,12.52,,,,"Fri Mar 7, 2025 - 07:29:19",User,1.5,ppm,,,,,la_24_28,Mining,<LOD,15.1290,529.7319 , 30.2366,<LOD,20.5301,844596.9375 , 1284.2013,22.1480 , 7.9277,<LOD,17.8411,<LOD,189.8531,<LOD,77.4970,142.2623 , 11.1505,142727.3125 , 327.0704,<LOD,0.0000,10.1796 , 5.5906,<LOD,79.3671,<LOD,2.1991,<LOD,1.8050,111.1496 , 19.7878,5574.3765 , 29.8231,<LOD,14.5056,<LOD,2.2291,<LOD,0.0000,<LOD,32.4572,<LOD,7.8285,<LOD,21.2359,<LOD,1.0828,<LOD,0.0000,<LOD,14.4358,6063.9663 , 272.7167,<LOD,3.2257,<LOD,164.0409,<LOD,17.6672,<LOD,5.0240,221.9331 , 9.9037,<LOD,2.2339,,,,,
4036,Mining,11.85,11.63,,,,"Fri Mar 7, 2025 - 07:31:34",User,1.5,ppm,,,,,la_24_26,Mining,89.2433 , 78.4900,1376.2740 , 78.8870,<LOD,52.7826,677685.5625 , 3548.3401,<LOD,40.8409,<LOD,28.0069,<LOD,328.7114,<LOD,117.1446,295.7023 , 21.8529,297919.8750 , 517.0757,<LOD,0.0000,<LOD,17.5752,<LOD,88.4210,4.9016 , 2.7147,21.9948 , 2.5171,136.8673 , 45.8630,19361.1875 , 78.8332,<LOD,23.3110,<LOD,5.2724,<LOD,0.0000,73.7742 , 60.0194,12.3711 , 9.2343,220.3615 , 23.1372,<LOD,2.7021,<LOD,0.0000,<LOD,36.0668,2402.7356 , 215.4268,<LOD,6.5015,<LOD,199.1321,<LOD,32.6298,<LOD,13.6741,352.6473 , 17.9984,46.5366 , 4.2091,,,,,
4037,Mining,13.68,13.71,,,,"Fri Mar 7, 2025 - 07:32:10",User,1.5,ppm,,,,,la_24_26,Mining,31.3284 , 27.5592,621.8539 , 65.7568,<LOD,42.5129,729734.8125 , 2455.0483,30.4523 , 16.3935,<LOD,22.1090,<LOD,263.6438,<LOD,100.2052,174.9875 , 15.1636,246332.3281 , 428.0977,<LOD,0.0000,<LOD,13.8470,<LOD,93.5086,<LOD,5.0326,24.9365 , 2.1460,144.7708 , 32.8242,20384.4023 , 66.8465,<LOD,18.2615,<LOD,5.3576,<LOD,0.0000,<LOD,40.5154,<LOD,11.1266,66.3516 , 18.1581,<LOD,3.3623,<LOD,0.0000,<LOD,32.1420,2139.4648 , 189.5194,<LOD,5.6776,<LOD,166.6284,<LOD,29.6011,<LOD,11.7458,237.6366 , 12.6567,76.6985 , 3.9340,,,,,
4038,Mining,13.53,13.48,,,,"Fri Mar 7, 2025 - 07:32:51",User,1.5,ppm,,,,,la_24_26,Mining,<LOD,8.3180,13.7564 , 3.0597,<LOD,4.1825,967110.6250 , 565.4031,<LOD,1.9015,<LOD,9.9645,<LOD,33.9829,<LOD,49.3483,<LOD,4.7833,5146.9521 , 75.9214,<LOD,0.0000,<LOD,2.0676,<LOD,26.7920,<LOD,1.3910,<LOD,1.1140,<LOD,7.6310,99.6495 , 2.9295,<LOD,8.0709,<LOD,0.8809,<LOD,0.0000,<LOD,17.2603,<LOD,1.0878,<LOD,11.1842,<LOD,0.4333,<LOD,0.0000,<LOD,1.9061,27629.0586 , 481.9188,<LOD,1.5736,<LOD,216.7056,<LOD,0.0000,<LOD,0.9145,<LOD,2.9911,<LOD,0.9423,,,,,
4039,Mining,16.08,15.95,,,,"Fri Mar 7, 2025 - 07:33:19",User,1.5,ppm,,,,,la_24_26,Mining,<LOD,8.1257,115.1478 , 4.1576,<LOD,4.3532,955593.8750 , 516.2532,<LOD,2.0095,<LOD,9.7303,<LOD,63.9943,<LOD,47.7408,13.5929 , 3.9762,23220.8242 , 131.8272,<LOD,0.0000,<LOD,2.3288,<LOD,28.1127,<LOD,1.2790,<LOD,1.0142,<LOD,9.4123,100.2542 , 2.7737,<LOD,7.8213,<LOD,0.8323,<LOD,0.0000,<LOD,17.1513,<LOD,1.1982,<LOD,11.0947,<LOD,0.3699,<LOD,0.0000,<LOD,1.8474,20932.5117 , 389.8268,<LOD,1.4570,<LOD,178.0815,<LOD,0.0000,<LOD,0.8139,23.8155 , 2.7640,<LOD,0.8270,,,,,
4040,Mining,13.44,13.29,,,,"Fri Mar 7, 2025 - 07:35:08",User,1.5,ppm,,,,,la_24_16,Mining,86.7526 , 76.2729,2211.1509 , 64.2910,<LOD,47.2698,956497.7500 , 645.0905,280.0856 , 18.3370,<LOD,35.1479,<LOD,38.8162,<LOD,112.6595,11.5859 , 7.1223,1997.4561 , 70.7961,<LOD,0.0000,159.3665 , 12.1709,<LOD,80.3667,<LOD,4.3633,54.7737 , 1.9345,<LOD,20.2129,29404.2285 , 64.0535,<LOD,24.5249,<LOD,6.8143,<LOD,0.0000,305.5733 , 248.5145,299.6281 , 10.2072,451.2838 , 18.2006,<LOD,2.1001,<LOD,0.0000,<LOD,33.4377,7981.9644 , 437.8089,<LOD,6.7712,<LOD,242.2528,30.6200 , 12.5882,<LOD,11.3194,86.7612 , 7.3539,141.0441 , 4.2991,,,,,
4041,Mining,8.69,8.56,,,,"Fri Mar 7, 2025 - 07:35:39",User,1.5,ppm,,,,,la_24_16,Mining,<LOD,16.7556,1300.6328 , 47.6737,<LOD,32.0179,981355.5000 , 500.4640,103.3740 , 13.1398,<LOD,19.3440,<LOD,30.2805,<LOD,87.2483,<LOD,14.6469,954.2321 , 58.5632,<LOD,0.0000,44.5883 , 8.6156,<LOD,50.1009,<LOD,2.8366,18.9827 , 1.6484,<LOD,13.6767,11494.8232 , 45.0456,<LOD,15.9391,5.4015 , 2.5001,<LOD,0.0000,<LOD,35.0861,36.7732 , 6.0324,<LOD,22.6793,<LOD,1.4685,<LOD,0.0000,<LOD,23.3930,4556.3545 , 419.4266,<LOD,5.0069,<LOD,217.2418,<LOD,17.9261,<LOD,7.5230,17.8297 , 5.2187,111.5038 , 3.4345,,,,,
4042,Mining,11.57,11.22,,,,"Fri Mar 7, 2025 - 07:36:02",User,1.5,ppm,,,,,la_24_16,Mining,<LOD,10.9096,600.6028 , 26.6266,<LOD,17.9348,975151.3125 , 537.1226,76.2936 , 7.5247,<LOD,12.9523,<LOD,20.1722,<LOD,59.3545,<LOD,6.3402,962.4036 , 41.5619,<LOD,0.0000,41.9004 , 5.2481,<LOD,32.2416,<LOD,1.7149,6.6241 , 1.0015,<LOD,8.4070,7057.5337 , 26.0619,<LOD,10.5467,<LOD,2.6314,<LOD,0.0000,<LOD,22.9981,12.6513 , 3.2671,<LOD,14.8670,<LOD,0.8905,<LOD,0.0000,<LOD,13.1901,16049.5820 , 467.5484,<LOD,2.9033,<LOD,203.8327,<LOD,9.6245,<LOD,4.1194,21.9087 , 3.6288,19.2203 , 1.4865,,,,,
4043,Mining,10.87,10.91,,,,"Fri Mar 7, 2025 - 07:36:28",User,1.5,ppm,,,,,la_24_16,Mining,273.7838 , 240.7484,33357.7305 , 129.6974,1477.6318 , 79.2499,923002.1875 , 1815.4254,1621.5227 , 47.9707,59.7759 , 25.1057,<LOD,88.5149,291.5666 , 112.1857,<LOD,0.0000,5315.8145 , 163.1567,4654.6670 , 208.5114,1065.9518 , 208.6296,<LOD,166.2040,62.1367 , 5.0209,<LOD,7.8712,86.1397 , 21.4036,<LOD,0.0000,84.3481 , 21.6327,125.9725 , 14.0119,<LOD,638.4729,1428.2987 , 57.1989,261.4612 , 21.1957,1993.7848 , 37.2820,117.7039 , 4.9593,4145.5366 , 127.5188,4716.4741 , 69.5767,12780.4121 , 763.5603,<LOD,49.4337,351.7868 , 258.0342,<LOD,54.2025,2725.3469 , 22.0035,<LOD,0.0000,<LOD,15.9745,,,,,
4044,Mining,8.80,8.91,,,,"Fri Mar 7, 2025 - 07:36:58",User,1.5,ppm,,,,,la_24_16,Mining,<LOD,22.4169,<LOD,108.1502,<LOD,45.1828,978487.6875 , 604.1574,36.8988 , 18.0182,<LOD,26.4430,<LOD,44.9927,<LOD,115.4022,<LOD,15.6521,1204.0754 , 87.0314,<LOD,0.0000,95.5749 , 13.6607,<LOD,72.9371,4.5213 , 2.4344,28.4199 , 2.2477,<LOD,34.2777,17218.6191 , 66.0883,<LOD,25.1289,<LOD,5.2079,<LOD,0.0000,230.9878 , 187.9041,<LOD,16.1214,389.6493 , 21.9576,<LOD,2.3228,<LOD,0.0000,<LOD,36.3269,2227.1990 , 448.0033,<LOD,7.4925,<LOD,362.2976,<LOD,44.5449,<LOD,12.3369,63.8675 , 9.5149,12.4981 , 3.7978,,,,,
4045,Mining,7.34,7.46,,,,"Fri Mar 7, 2025 - 07:38:28",User,1.5,ppm,,,,,la_24_7,Mining,180.5308 , 158.7506,3371.1841 , 149.3344,<LOD,95.0380,594731.3750 , 7845.3325,136.7756 , 39.6301,<LOD,50.2594,758.4637 , 390.6679,<LOD,190.5173,3795.1162 , 116.0966,369823.4688 , 912.6342,<LOD,0.0000,<LOD,33.6806,168.8540 , 102.3452,8.9602 , 4.9237,25.6449 , 4.5108,<LOD,80.4315,19926.7988 , 142.0203,<LOD,42.2107,<LOD,9.2724,<LOD,0.0000,88.5185 , 72.0023,<LOD,35.9020,168.9854 , 41.3719,<LOD,5.4175,<LOD,0.0000,<LOD,69.4135,800.3654 , 266.2313,<LOD,13.3353,<LOD,290.7047,<LOD,0.0000,<LOD,24.0799,6001.7598 , 117.8306,13.2521 , 6.5691,,,,,
4046,Mining,7.87,7.47,,,,"Fri Mar 7, 2025 - 07:38:47",User,1.5,ppm,,,,,la_24_7,Mining,162.8971 , 143.2251,4652.9014 , 149.0376,<LOD,92.6868,636442.0000 , 5511.0786,137.9884 , 39.0940,<LOD,42.2446,<LOD,759.9476,<LOD,197.7063,704.8854 , 51.7333,334228.9688 , 3682.9077,<LOD,0.0000,<LOD,49.1692,<LOD,239.2817,12.1100 , 4.4469,17.1219 , 4.0286,<LOD,130.1469,20532.6895 , 143.7947,<LOD,35.0594,<LOD,10.0855,<LOD,0.0000,195.6408 , 159.1160,<LOD,29.9541,321.3398 , 35.7846,<LOD,4.4634,<LOD,0.0000,<LOD,69.1017,1709.7438 , 312.7605,<LOD,13.9904,<LOD,424.9552,<LOD,63.8079,<LOD,24.0193,881.7281 , 45.5340,<LOD,13.3773,,,,,
4047,Mining,20.11,19.90,,,,"Fri Mar 7, 2025 - 07:39:37",User,1.5,ppm,,,,,la_24_7,Mining,265.2175 , 233.0584,4553.6016 , 104.1502,<LOD,67.7487,520166.3125 , 5278.0093,169.7404 , 27.0307,<LOD,29.2189,<LOD,330.1605,<LOD,118.6155,1838.7363 , 44.2939,429161.1250 , 493.8875,<LOD,0.0000,<LOD,30.2783,<LOD,142.2024,11.3983 , 2.8496,35.1842 , 2.7898,414.1529 , 55.6423,37163.5000 , 100.7226,<LOD,24.9723,<LOD,6.4777,<LOD,0.0000,454.6393 , 369.5542,<LOD,17.3519,877.7545 , 25.9697,<LOD,3.1984,<LOD,0.0000,<LOD,49.6912,1259.5594 , 146.4386,<LOD,7.6944,<LOD,231.7026,<LOD,53.2802,<LOD,18.1868,3601.9514 , 49.0174,27.1163 , 4.7892,,,,,
